id,tag_id,snippet_id,created_at,updated_at
1165,70,267,2015-05-24 21:04:28,2015-05-24 21:04:28
1168,11,289,2015-05-25 02:17:18,2015-05-25 02:17:18
1169,161,289,2015-05-25 02:17:18,2015-05-25 02:17:18
1172,7,293,2015-05-26 02:44:16,2015-05-26 02:44:16
1173,163,293,2015-05-26 02:44:16,2015-05-26 02:44:16
1183,7,296,2015-05-26 07:56:39,2015-05-26 07:56:39
1184,164,296,2015-05-26 07:56:39,2015-05-26 07:56:39
1185,18,292,2015-05-26 15:28:49,2015-05-26 15:28:49
1186,162,292,2015-05-26 15:28:49,2015-05-26 15:28:49
1187,38,297,2015-05-26 15:29:54,2015-05-26 15:29:54
1188,134,297,2015-05-26 15:29:54,2015-05-26 15:29:54
1191,38,298,2015-05-27 03:37:29,2015-05-27 03:37:29
1192,128,298,2015-05-27 03:37:29,2015-05-27 03:37:29
1197,39,299,2015-05-27 09:58:49,2015-05-27 09:58:49
1198,165,299,2015-05-27 09:58:49,2015-05-27 09:58:49
1199,38,299,2015-05-27 09:58:49,2015-05-27 09:58:49
1200,39,299,2015-05-27 09:58:49,2015-05-27 09:58:49
1201,38,299,2015-05-27 09:58:49,2015-05-27 09:58:49
1214,9,300,2015-05-28 06:49:57,2015-05-28 06:49:57
1215,138,300,2015-05-28 06:49:57,2015-05-28 06:49:57
1216,166,300,2015-05-28 06:49:57,2015-05-28 06:49:57
1220,70,301,2015-05-28 09:57:48,2015-05-28 09:57:48
1225,9,302,2015-05-29 05:37:07,2015-05-29 05:37:07
1226,166,302,2015-05-29 05:37:07,2015-05-29 05:37:07
1235,9,303,2015-05-29 06:03:06,2015-05-29 06:03:06
1236,132,303,2015-05-29 06:03:06,2015-05-29 06:03:06
1243,9,304,2015-05-29 07:56:50,2015-05-29 07:56:50
1244,166,304,2015-05-29 07:56:50,2015-05-29 07:56:50
1247,9,305,2015-05-29 09:59:54,2015-05-29 09:59:54
1248,166,305,2015-05-29 09:59:54,2015-05-29 09:59:54
1250,7,307,2015-05-29 10:56:10,2015-05-29 10:56:10
1255,9,306,2015-05-30 05:27:37,2015-05-30 05:27:37
1256,166,306,2015-05-30 05:27:37,2015-05-30 05:27:37
1259,44,309,2015-05-30 08:17:14,2015-05-30 08:17:14
1260,167,309,2015-05-30 08:17:14,2015-05-30 08:17:14
1261,39,150,2015-05-30 09:08:43,2015-05-30 09:08:43
1262,44,310,2015-05-30 09:14:12,2015-05-30 09:14:12
1269,9,313,2015-05-31 06:22:22,2015-05-31 06:22:22
1272,9,315,2015-05-31 06:23:44,2015-05-31 06:23:44
1273,168,315,2015-05-31 06:23:44,2015-05-31 06:23:44
1276,9,316,2015-05-31 06:24:21,2015-05-31 06:24:21
1277,169,316,2015-05-31 06:24:21,2015-05-31 06:24:21
1278,9,317,2015-05-31 06:25:58,2015-05-31 06:25:58
1279,168,317,2015-05-31 06:25:58,2015-05-31 06:25:58
1288,9,308,2015-05-31 12:02:38,2015-05-31 12:02:38
1289,132,308,2015-05-31 12:02:38,2015-05-31 12:02:38
1291,9,320,2015-05-31 12:59:30,2015-05-31 12:59:30
1292,9,318,2015-05-31 23:28:31,2015-05-31 23:28:31
1293,132,318,2015-05-31 23:28:31,2015-05-31 23:28:31
1294,70,321,2015-06-01 09:44:02,2015-06-01 09:44:02
1302,9,323,2015-06-01 10:57:14,2015-06-01 10:57:14
1303,170,323,2015-06-01 10:57:14,2015-06-01 10:57:14
1304,49,312,2015-06-01 14:10:28,2015-06-01 14:10:28
1305,142,312,2015-06-01 14:10:28,2015-06-01 14:10:28
1306,11,324,2015-06-02 03:10:41,2015-06-02 03:10:41
1309,9,325,2015-06-02 06:20:50,2015-06-02 06:20:50
1310,136,326,2015-06-04 09:40:36,2015-06-04 09:40:36
1311,172,326,2015-06-04 09:40:36,2015-06-04 09:40:36
1312,70,295,2015-06-04 09:40:48,2015-06-04 09:40:48
1313,172,295,2015-06-04 09:40:48,2015-06-04 09:40:48
1314,70,294,2015-06-04 09:40:55,2015-06-04 09:40:55
1315,172,294,2015-06-04 09:40:55,2015-06-04 09:40:55
1316,70,327,2015-06-04 21:22:15,2015-06-04 21:22:15
1317,17,328,2015-06-06 11:11:04,2015-06-06 11:11:04
1318,44,328,2015-06-06 11:11:04,2015-06-06 11:11:04
1319,17,188,2015-06-07 07:18:58,2015-06-07 07:18:58
1324,44,329,2015-06-07 08:24:04,2015-06-07 08:24:04
1325,173,329,2015-06-07 08:24:04,2015-06-07 08:24:04
1326,7,330,2015-06-07 15:37:24,2015-06-07 15:37:24
1327,7,331,2015-06-08 13:08:16,2015-06-08 13:08:16
1344,9,333,2015-06-09 02:17:19,2015-06-09 02:17:19
1345,166,333,2015-06-09 02:17:19,2015-06-09 02:17:19
1348,9,334,2015-06-09 02:36:03,2015-06-09 02:36:03
1349,166,334,2015-06-09 02:36:03,2015-06-09 02:36:03
1350,7,332,2015-06-09 03:06:36,2015-06-09 03:06:36
1351,174,332,2015-06-09 03:06:36,2015-06-09 03:06:36
1354,7,336,2015-06-09 03:44:43,2015-06-09 03:44:43
1355,9,336,2015-06-09 03:44:43,2015-06-09 03:44:43
1356,166,336,2015-06-09 03:44:43,2015-06-09 03:44:43
1358,56,337,2015-06-09 03:45:19,2015-06-09 03:45:19
1359,19,338,2015-06-09 04:16:19,2015-06-09 04:16:19
1360,122,339,2015-06-09 08:12:08,2015-06-09 08:12:08
1361,175,339,2015-06-09 08:12:08,2015-06-09 08:12:08
1366,9,335,2015-06-09 16:57:32,2015-06-09 16:57:32
1367,166,335,2015-06-09 16:57:32,2015-06-09 16:57:32
1368,7,335,2015-06-09 16:57:32,2015-06-09 16:57:32
1371,17,340,2015-06-10 03:16:02,2015-06-10 03:16:02
1372,135,340,2015-06-10 03:16:02,2015-06-10 03:16:02
1373,17,341,2015-06-10 03:21:19,2015-06-10 03:21:19
1374,135,341,2015-06-10 03:21:19,2015-06-10 03:21:19
1375,134,342,2015-06-10 13:39:55,2015-06-10 13:39:55
1390,44,345,2015-06-11 02:33:36,2015-06-11 02:33:36
1391,178,345,2015-06-11 02:33:36,2015-06-11 02:33:36
1392,44,343,2015-06-11 02:34:58,2015-06-11 02:34:58
1393,176,343,2015-06-11 02:34:58,2015-06-11 02:34:58
1394,44,344,2015-06-11 02:35:13,2015-06-11 02:35:13
1395,177,344,2015-06-11 02:35:13,2015-06-11 02:35:13
1398,17,346,2015-06-11 04:37:11,2015-06-11 04:37:11
1401,8,39,2015-06-11 07:43:01,2015-06-11 07:43:01
1402,27,39,2015-06-11 07:43:01,2015-06-11 07:43:01
1403,28,39,2015-06-11 07:43:01,2015-06-11 07:43:01
1404,9,39,2015-06-11 07:43:01,2015-06-11 07:43:01
1406,9,314,2015-06-12 08:56:33,2015-06-12 08:56:33
1407,168,314,2015-06-12 08:56:33,2015-06-12 08:56:33
1415,17,349,2015-06-12 14:15:45,2015-06-12 14:15:45
1421,70,272,2015-06-13 16:03:31,2015-06-13 16:03:31
1422,17,350,2015-06-15 08:46:34,2015-06-15 08:46:34
1425,1,351,2015-06-15 11:47:44,2015-06-15 11:47:44
1426,180,351,2015-06-15 11:47:44,2015-06-15 11:47:44
1428,179,347,2015-06-15 14:25:57,2015-06-15 14:25:57
1430,9,352,2015-06-15 15:54:19,2015-06-15 15:54:19
1431,70,353,2015-06-16 10:27:42,2015-06-16 10:27:42
1432,181,353,2015-06-16 10:27:42,2015-06-16 10:27:42
1436,17,355,2015-06-16 15:21:09,2015-06-16 15:21:09
1437,135,355,2015-06-16 15:21:09,2015-06-16 15:21:09
1440,17,356,2015-06-16 15:51:02,2015-06-16 15:51:02
1441,135,356,2015-06-16 15:51:02,2015-06-16 15:51:02
1447,19,357,2015-06-17 03:58:04,2015-06-17 03:58:04
1449,17,358,2015-06-17 07:35:52,2015-06-17 07:35:52
1450,17,360,2015-06-17 08:09:44,2015-06-17 08:09:44
1451,38,359,2015-06-17 08:14:20,2015-06-17 08:14:20
1452,13,361,2015-06-17 11:41:48,2015-06-17 11:41:48
1455,13,362,2015-06-17 11:55:14,2015-06-17 11:55:14
1456,13,363,2015-06-17 12:08:01,2015-06-17 12:08:01
1458,13,364,2015-06-17 12:27:33,2015-06-17 12:27:33
1459,13,365,2015-06-17 12:31:12,2015-06-17 12:31:12
1460,13,366,2015-06-17 12:50:34,2015-06-17 12:50:34
